name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,brand,model,is_luxury,car_age,is_old,km_per_year,is_high_km,price_per_km,price_per_year
Maruti Esteem VX,1999.0,60000.0,35000.0,Petrol,Individual,Manual,Second Owner,Maruti,Esteem VX,0,26.0,1,1346.1538461538462,0,1.7142857142857142,2307.6923076923076
Maruti Swift Vdi BSIII,2010.0,180000.0,100000.0,Diesel,Individual,Manual,Second Owner,Maruti,Swift Vdi BSIII,0,15.0,1,6666.666666666667,1,1.8,12000.0
Honda Amaze S i-Dtech,2015.0,475000.0,110000.0,Diesel,Individual,Manual,First Owner,Honda,Amaze S i-Dtech,0,10.0,0,11000.0,1,4.318181818181818,47500.0
Mahindra Scorpio VLS AT 2.2 mHAWK,2010.0,380000.0,195000.0,Diesel,Individual,Automatic,Second Owner,Mahindra,Scorpio VLS AT 2.2 mHAWK,0,15.0,1,13000.0,1,1.9487179487179487,25333.333333333332
Maruti Alto 800 LXI,2015.0,285000.0,46000.0,Petrol,Individual,Manual,Second Owner,Maruti,Alto 800 LXI,0,10.0,0,4600.0,0,6.195652173913044,28500.0
Maruti Alto LXi BSIII,2008.0,91200.0,60000.0,Petrol,Individual,Manual,Second Owner,Maruti,Alto LXi BSIII,0,17.0,1,3529.4117647058824,0,1.52,5364.705882352941
Hyundai Grand i10 CRDi Sportz,2015.0,400000.0,42000.0,Diesel,Individual,Manual,First Owner,Hyundai,Grand i10 CRDi Sportz,0,10.0,0,4200.0,0,9.523809523809524,40000.0
Skoda Yeti Ambition 4X2,2012.0,650000.0,85000.0,Diesel,Individual,Manual,First Owner,Skoda,Yeti Ambition 4X2,0,13.0,1,6538.461538461538,1,7.647058823529412,50000.0
Hyundai Verna 1.6 SX,2012.0,409999.0,120000.0,Diesel,Individual,Manual,Third Owner,Hyundai,Verna 1.6 SX,0,13.0,1,9230.76923076923,1,3.4166583333333334,31538.384615384617
Ford Ecosport 1.5 DV5 MT Titanium,2013.0,425000.0,72000.0,Diesel,Individual,Manual,First Owner,Ford,Ecosport 1.5 DV5 MT Titanium,0,12.0,1,6000.0,1,5.902777777777778,35416.666666666664
Maruti Wagon R LXI CNG,2013.0,250000.0,71000.0,CNG,Individual,Manual,Second Owner,Maruti,Wagon R LXI CNG,0,12.0,1,5916.666666666667,1,3.5211267605633805,20833.333333333332
Maruti Swift Dzire VXi,2009.0,200000.0,60000.0,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,Swift Dzire VXi,0,16.0,1,3750.0,0,3.3333333333333335,12500.0
Volkswagen Polo Diesel Trendline 1.2L,2010.0,130000.0,144000.0,Diesel,Individual,Manual,Fourth & Above Owner,Volkswagen,Polo Diesel Trendline 1.2L,0,15.0,1,9600.0,1,0.9027777777777778,8666.666666666666
Maruti Eeco 5 Seater AC BSIV,2017.0,260000.0,30000.0,Petrol,Dealer,Manual,First Owner,Maruti,Eeco 5 Seater AC BSIV,0,8.0,0,3750.0,0,8.666666666666666,32500.0
Hyundai Verna SX,2007.0,155000.0,60000.0,Petrol,Dealer,Manual,First Owner,Hyundai,Verna SX,0,18.0,1,3333.3333333333335,0,2.5833333333333335,8611.111111111111
Honda Jazz 1.5 VX i DTEC,2015.0,450000.0,38000.0,Diesel,Individual,Manual,First Owner,Honda,Jazz 1.5 VX i DTEC,0,10.0,0,3800.0,0,11.842105263157896,45000.0
Maruti SX4 Celebration Petrol,2012.0,220000.0,90000.0,Petrol,Individual,Manual,Second Owner,Maruti,SX4 Celebration Petrol,0,13.0,1,6923.076923076923,1,2.4444444444444446,16923.076923076922
Hyundai i20 Active S Diesel,2018.0,650000.0,37000.0,Diesel,Dealer,Manual,First Owner,Hyundai,i20 Active S Diesel,0,7.0,0,5285.714285714285,0,17.56756756756757,92857.14285714286
Maruti Alto 800 LXI,2018.0,285000.0,30000.0,Petrol,Dealer,Manual,First Owner,Maruti,Alto 800 LXI,0,7.0,0,4285.714285714285,0,9.5,40714.28571428572
Honda Amaze V CVT Petrol BSIV,2018.0,725000.0,26000.0,Petrol,Dealer,Automatic,First Owner,Honda,Amaze V CVT Petrol BSIV,0,7.0,0,3714.285714285714,0,27.884615384615383,103571.42857142857
Maruti Ciaz ZXi,2016.0,625000.0,30000.0,Petrol,Dealer,Manual,First Owner,Maruti,Ciaz ZXi,0,9.0,0,3333.3333333333335,0,20.833333333333332,69444.44444444444
Hyundai i20 Active SX Petrol,2016.0,550000.0,23000.0,Petrol,Dealer,Manual,First Owner,Hyundai,i20 Active SX Petrol,0,9.0,0,2555.5555555555557,0,23.91304347826087,61111.11111111111
Hyundai i10 Magna,2012.0,240000.0,60000.0,Petrol,Individual,Manual,First Owner,Hyundai,i10 Magna,0,13.0,1,4615.384615384615,0,4.0,18461.53846153846
Nissan Terrano XL 85 PS,2014.0,600000.0,27000.0,Diesel,Dealer,Manual,First Owner,Nissan,Terrano XL 85 PS,0,11.0,1,2454.5454545454545,0,22.22222222222222,54545.454545454544
Tata New Safari DICOR 2.2 EX 4x2,2012.0,350000.0,65000.0,Diesel,Dealer,Manual,First Owner,Tata,New Safari DICOR 2.2 EX 4x2,0,13.0,1,5000.0,1,5.384615384615385,26923.076923076922
Hyundai EON Magna Plus,2015.0,245000.0,32000.0,Petrol,Dealer,Manual,First Owner,Hyundai,EON Magna Plus,0,10.0,0,3200.0,0,7.65625,24500.0
BMW X1 sDrive 20d xLine,2017.0,2400000.0,30000.0,Diesel,Individual,Automatic,First Owner,BMW,X1 sDrive 20d xLine,1,8.0,0,3750.0,0,80.0,300000.0
Mahindra Scorpio SLE BS IV,2014.0,620000.0,80000.0,Diesel,Dealer,Manual,First Owner,Mahindra,Scorpio SLE BS IV,0,11.0,1,7272.727272727273,1,7.75,56363.63636363636
Maruti Swift Dzire 1.2 Vxi BSIV,2014.0,395000.0,52000.0,Petrol,Dealer,Manual,Second Owner,Maruti,Swift Dzire 1.2 Vxi BSIV,0,11.0,1,4727.272727272727,0,7.596153846153846,35909.09090909091
Maruti Swift Dzire VDI,2014.0,635000.0,13250.0,Petrol,Dealer,Manual,First Owner,Maruti,Swift Dzire VDI,0,11.0,1,1204.5454545454545,0,47.924528301886795,57727.27272727273
Maruti Alto LX,2011.0,180000.0,36000.0,Petrol,Dealer,Manual,First Owner,Maruti,Alto LX,0,14.0,1,2571.4285714285716,0,5.0,12857.142857142857
Maruti Alto LX,2004.0,110000.0,60000.0,Petrol,Individual,Manual,First Owner,Maruti,Alto LX,0,21.0,1,2857.1428571428573,0,1.8333333333333333,5238.0952380952385
Maruti Wagon R VXI BSIII,2006.0,150000.0,60000.0,Petrol,Individual,Manual,Second Owner,Maruti,Wagon R VXI BSIII,0,19.0,1,3157.8947368421054,0,2.5,7894.736842105263
Chevrolet Tavera Neo 2 LT L 9 Str,2012.0,400000.0,110000.0,Diesel,Individual,Manual,First Owner,Chevrolet,Tavera Neo 2 LT L 9 Str,0,13.0,1,8461.538461538461,1,3.6363636363636362,30769.23076923077
Tata Indica Vista Aura Plus 1.3 Quadrajet,2012.0,200000.0,70000.0,Diesel,Individual,Manual,Second Owner,Tata,Indica Vista Aura Plus 1.3 Quadrajet,0,13.0,1,5384.615384615385,1,2.857142857142857,15384.615384615385
Renault Duster 85PS Diesel RxL Plus,2013.0,302000.0,60000.0,Diesel,Individual,Manual,Second Owner,Renault,Duster 85PS Diesel RxL Plus,0,12.0,1,5000.0,0,5.033333333333333,25166.666666666668
Maruti Swift Dzire Vdi BSIV,2011.0,215000.0,90000.0,Diesel,Individual,Manual,Fourth & Above Owner,Maruti,Swift Dzire Vdi BSIV,0,14.0,1,6428.571428571428,1,2.388888888888889,15357.142857142857
Maruti Swift Dzire VDI,2004.0,155000.0,80000.0,Petrol,Individual,Manual,Second Owner,Maruti,Swift Dzire VDI,0,21.0,1,3809.5238095238096,1,1.9375,7380.952380952381
Toyota Innova 2.5 G (Diesel) 8 Seater,2014.0,1000000.0,101000.0,Diesel,Individual,Manual,Second Owner,Toyota,Innova 2.5 G (Diesel) 8 Seater,0,11.0,1,9181.818181818182,1,9.900990099009901,90909.09090909091
Mahindra Bolero Power Plus SLX,2018.0,550000.0,44000.0,Diesel,Individual,Manual,First Owner,Mahindra,Bolero Power Plus SLX,0,7.0,0,6285.714285714285,0,12.5,78571.42857142857
Maruti Swift 1.3 VXi,2006.0,200000.0,60000.0,Petrol,Individual,Manual,First Owner,Maruti,Swift 1.3 VXi,0,19.0,1,3157.8947368421054,0,3.3333333333333335,10526.315789473685
Maruti Zen LXI,2005.0,90000.0,90000.0,Petrol,Individual,Manual,Second Owner,Maruti,Zen LXI,0,20.0,1,4500.0,1,1.0,4500.0
Maruti Wagon R LXI Minor,2007.0,80000.0,120000.0,Petrol,Individual,Manual,Second Owner,Maruti,Wagon R LXI Minor,0,18.0,1,6666.666666666667,1,0.6666666666666666,4444.444444444444
Hyundai EON D Lite Plus,2013.0,229999.0,60000.0,Petrol,Individual,Manual,First Owner,Hyundai,EON D Lite Plus,0,12.0,1,5000.0,0,3.8333166666666667,19166.583333333332
Renault KWID 1.0 RXT Optional,2017.0,350000.0,10000.0,Petrol,Individual,Manual,First Owner,Renault,KWID 1.0 RXT Optional,0,8.0,0,1250.0,0,35.0,43750.0
Hyundai Grand i10 Magna,2015.0,325000.0,25000.0,Petrol,Individual,Manual,First Owner,Hyundai,Grand i10 Magna,0,10.0,0,2500.0,0,13.0,32500.0
Tata Tigor 1.2 Revotron XT,2018.0,450000.0,8500.0,Petrol,Individual,Manual,First Owner,Tata,Tigor 1.2 Revotron XT,0,7.0,0,1214.2857142857142,0,52.94117647058823,64285.71428571428
Maruti SX4 Celebration Diesel,2012.0,250000.0,120000.0,Diesel,Individual,Manual,First Owner,Maruti,SX4 Celebration Diesel,0,13.0,1,9230.76923076923,1,2.0833333333333335,19230.76923076923
Volkswagen Polo Diesel Comfortline 1.2L,2012.0,225000.0,120000.0,Diesel,Individual,Manual,First Owner,Volkswagen,Polo Diesel Comfortline 1.2L,0,13.0,1,9230.76923076923,1,1.875,17307.69230769231
Maruti Alto LXi,2009.0,150000.0,90246.0,Petrol,Individual,Manual,First Owner,Maruti,Alto LXi,0,16.0,1,5640.375,1,1.6621235290206768,9375.0
Maruti Alto LX BSIII,2008.0,110000.0,90000.0,Petrol,Individual,Manual,Second Owner,Maruti,Alto LX BSIII,0,17.0,1,5294.117647058823,1,1.2222222222222223,6470.588235294118
Maruti Alto LXi BSIII,2010.0,150000.0,40000.0,Petrol,Individual,Manual,Second Owner,Maruti,Alto LXi BSIII,0,15.0,1,2666.6666666666665,0,3.75,10000.0
Maruti Gypsy King Hard Top,2000.0,165000.0,60000.0,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,Gypsy King Hard Top,0,25.0,1,2400.0,0,2.75,6600.0
Tata Manza Club Class Quadrajet90 VX,2013.0,170000.0,60400.0,Diesel,Individual,Manual,First Owner,Tata,Manza Club Class Quadrajet90 VX,0,12.0,1,5033.333333333333,1,2.814569536423841,14166.666666666666
Maruti Swift Dzire VDI,2008.0,150000.0,70950.0,Diesel,Individual,Manual,Second Owner,Maruti,Swift Dzire VDI,0,17.0,1,4173.529411764706,1,2.1141649048625792,8823.529411764706
Hyundai Xcent 1.1 CRDi Base,2015.0,375000.0,60000.0,Diesel,Individual,Manual,First Owner,Hyundai,Xcent 1.1 CRDi Base,0,10.0,0,6000.0,0,6.25,37500.0
Maruti Swift Dzire VDI,2013.0,390000.0,60000.0,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire VDI,0,12.0,1,5000.0,0,6.5,32500.0
Hyundai i20 Active 1.2 S,2017.0,600000.0,10000.0,Petrol,Individual,Manual,First Owner,Hyundai,i20 Active 1.2 S,0,8.0,0,1250.0,0,60.0,75000.0
Maruti Alto 800 LXI,2014.0,204999.0,25000.0,Petrol,Individual,Manual,Second Owner,Maruti,Alto 800 LXI,0,11.0,1,2272.7272727272725,0,8.19996,18636.272727272728
Hyundai Verna CRDi,2009.0,270000.0,80000.0,Diesel,Individual,Manual,Second Owner,Hyundai,Verna CRDi,0,16.0,1,5000.0,1,3.375,16875.0
Maruti Swift Dzire VDI,2017.0,375000.0,10000.0,Petrol,Individual,Manual,First Owner,Maruti,Swift Dzire VDI,0,8.0,0,1250.0,0,37.5,46875.0
Maruti Baleno Zeta,2020.0,700000.0,1100.0,Petrol,Individual,Manual,First Owner,Maruti,Baleno Zeta,0,5.0,0,220.0,0,636.3636363636364,140000.0
Hyundai i10 Sportz 1.1L,2017.0,375000.0,10000.0,Petrol,Individual,Manual,First Owner,Hyundai,i10 Sportz 1.1L,0,8.0,0,1250.0,0,37.5,46875.0
Hyundai Grand i10 Asta,2014.0,341000.0,31491.0,Petrol,Individual,Manual,First Owner,Hyundai,Grand i10 Asta,0,11.0,1,2862.818181818182,0,10.82849067987679,31000.0
Maruti Swift Dzire VDI,2014.0,200000.0,107143.0,Diesel,Individual,Manual,Second Owner,Maruti,Swift Dzire VDI,0,11.0,1,9740.272727272728,1,1.8666641777810964,18181.81818181818
Maruti Ignis 1.2 AMT Delta BSIV,2017.0,450000.0,15000.0,Petrol,Individual,Manual,First Owner,Maruti,Ignis 1.2 AMT Delta BSIV,0,8.0,0,1875.0,0,30.0,56250.0
Maruti Swift Dzire VDI,2012.0,170000.0,50000.0,Petrol,Individual,Manual,Second Owner,Maruti,Swift Dzire VDI,0,13.0,1,3846.153846153846,0,3.4,13076.923076923076
Maruti Swift Dzire VDI,2017.0,1900000.0,100000.0,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire VDI,0,8.0,0,12500.0,1,19.0,237500.0
Mahindra Bolero Power Plus LX,2016.0,500000.0,60000.0,Diesel,Individual,Manual,First Owner,Mahindra,Bolero Power Plus LX,0,9.0,0,6666.666666666667,0,8.333333333333334,55555.555555555555
Maruti Swift 1.2 DLX,2014.0,351000.0,40000.0,Petrol,Individual,Manual,First Owner,Maruti,Swift 1.2 DLX,0,11.0,1,3636.3636363636365,0,8.775,31909.090909090908
Hyundai i10 Magna 1.2 iTech SE,2011.0,195000.0,80000.0,Petrol,Individual,Manual,Second Owner,Hyundai,i10 Magna 1.2 iTech SE,0,14.0,1,5714.285714285715,1,2.4375,13928.57142857143
Maruti Zen Estilo 1.1 VXI BSIII,2008.0,120000.0,60000.0,Petrol,Individual,Manual,Second Owner,Maruti,Zen Estilo 1.1 VXI BSIII,0,17.0,1,3529.4117647058824,0,2.0,7058.823529411765
Maruti A-Star Vxi,2009.0,180000.0,70000.0,Petrol,Individual,Manual,Third Owner,Maruti,A-Star Vxi,0,16.0,1,4375.0,1,2.5714285714285716,11250.0
Mahindra KUV 100 mFALCON D75 K6,2016.0,430000.0,20000.0,Diesel,Individual,Manual,First Owner,Mahindra,KUV 100 mFALCON D75 K6,0,9.0,0,2222.222222222222,0,21.5,47777.77777777778
Tata Nano Cx BSIV,2012.0,75000.0,35000.0,Petrol,Individual,Manual,Second Owner,Tata,Nano Cx BSIV,0,13.0,1,2692.3076923076924,0,2.142857142857143,5769.2307692307695
Mahindra Xylo D4,2017.0,750000.0,80000.0,Diesel,Individual,Manual,First Owner,Mahindra,Xylo D4,0,8.0,0,10000.0,1,9.375,93750.0
Tata Nano Lx,2011.0,60000.0,40000.0,Petrol,Individual,Manual,First Owner,Tata,Nano Lx,0,14.0,1,2857.1428571428573,0,1.5,4285.714285714285
Toyota Innova 2.5 VX (Diesel) 8 Seater,2015.0,1500000.0,46412.0,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 VX (Diesel) 8 Seater,0,10.0,0,4641.2,0,32.319227785917434,150000.0
Mahindra Bolero SLX 2WD BSIII,2011.0,390000.0,150000.0,Diesel,Individual,Manual,Fourth & Above Owner,Mahindra,Bolero SLX 2WD BSIII,0,14.0,1,10714.285714285714,1,2.6,27857.14285714286
Mahindra TUV 300 T4,2016.0,630000.0,50000.0,Diesel,Individual,Manual,First Owner,Mahindra,TUV 300 T4,0,9.0,0,5555.555555555556,0,12.6,70000.0
Tata Safari Storme VX Varicor 400,2018.0,1085000.0,15000.0,Diesel,Individual,Manual,First Owner,Tata,Safari Storme VX Varicor 400,0,7.0,0,2142.8571428571427,0,72.33333333333333,155000.0
Hyundai i10 Magna 1.2 iTech SE,2012.0,190000.0,60000.0,Petrol,Individual,Manual,Second Owner,Hyundai,i10 Magna 1.2 iTech SE,0,13.0,1,4615.384615384615,0,3.1666666666666665,14615.384615384615
Chevrolet Spark 1.0 LT,2011.0,165000.0,60000.0,Petrol,Individual,Manual,First Owner,Chevrolet,Spark 1.0 LT,0,14.0,1,4285.714285714285,0,2.75,11785.714285714286
Ford Figo Diesel Celebration Edition,2013.0,260000.0,65000.0,Diesel,Individual,Manual,First Owner,Ford,Figo Diesel Celebration Edition,0,12.0,1,5416.666666666667,1,4.0,21666.666666666668
Maruti Alto LX,2011.0,151000.0,40000.0,Petrol,Individual,Manual,First Owner,Maruti,Alto LX,0,14.0,1,2857.1428571428573,0,3.775,10785.714285714286
Maruti Vitara Brezza VDi,2018.0,780000.0,50000.0,Diesel,Individual,Manual,First Owner,Maruti,Vitara Brezza VDi,0,7.0,0,7142.857142857143,0,15.6,111428.57142857143
Tata Indica Vista TDI LS,2010.0,170000.0,60000.0,Diesel,Dealer,Manual,First Owner,Tata,Indica Vista TDI LS,0,15.0,1,4000.0,0,2.8333333333333335,11333.333333333334
Maruti Alto LXi,2007.0,90000.0,43826.0,Petrol,Dealer,Manual,Second Owner,Maruti,Alto LXi,0,18.0,1,2434.777777777778,0,2.053575503125998,5000.0
Maruti Swift VDI BSIV,2007.0,195000.0,112880.0,Diesel,Dealer,Manual,First Owner,Maruti,Swift VDI BSIV,0,18.0,1,6271.111111111111,1,1.7274982282069453,10833.333333333334
Nissan Sunny XL,2012.0,350000.0,40000.0,Petrol,Individual,Manual,First Owner,Nissan,Sunny XL,0,13.0,1,3076.923076923077,0,8.75,26923.076923076922
Maruti Swift Dzire VDI,2013.0,425000.0,66000.0,Petrol,Individual,Manual,First Owner,Maruti,Swift Dzire VDI,0,12.0,1,5500.0,1,6.4393939393939394,35416.666666666664
Renault KWID 1.0 RXT Optional,2017.0,300000.0,30300.0,Petrol,Individual,Manual,First Owner,Renault,KWID 1.0 RXT Optional,0,8.0,0,3787.5,0,9.900990099009901,37500.0
Volkswagen Vento Diesel Style Limited Edition,2013.0,340000.0,85000.0,Diesel,Individual,Manual,First Owner,Volkswagen,Vento Diesel Style Limited Edition,0,12.0,1,7083.333333333333,1,4.0,28333.333333333332
Maruti Swift Dzire VXi,2009.0,250000.0,80659.0,Diesel,Dealer,Manual,First Owner,Maruti,Swift Dzire VXi,0,16.0,1,5041.1875,1,3.0994681312686745,15625.0
Chevrolet Aveo 1.4 LS,2008.0,170000.0,81324.0,Diesel,Dealer,Manual,First Owner,Chevrolet,Aveo 1.4 LS,0,17.0,1,4783.764705882353,1,2.0904038168314396,10000.0
Chevrolet Beat PS,2015.0,200000.0,50000.0,Petrol,Individual,Manual,First Owner,Chevrolet,Beat PS,0,10.0,0,5000.0,0,4.0,20000.0
Honda Amaze S i-Dtech,2015.0,300000.0,66755.0,Diesel,Dealer,Manual,First Owner,Honda,Amaze S i-Dtech,0,10.0,0,6675.5,1,4.494045389858438,30000.0
Honda City E,2013.0,380000.0,123084.0,Petrol,Dealer,Manual,First Owner,Honda,City E,0,12.0,1,10257.0,1,3.08732247895746,31666.666666666668
Honda Amaze S i-Dtech,2013.0,310000.0,95851.0,Diesel,Dealer,Manual,First Owner,Honda,Amaze S i-Dtech,0,12.0,1,7987.583333333333,1,3.234186393464857,25833.333333333332
Maruti Omni BSIII 8-STR W/ IMMOBILISER,2008.0,150000.0,50000.0,Petrol,Individual,Manual,Second Owner,Maruti,Omni BSIII 8-STR W/ IMMOBILISER,0,17.0,1,2941.176470588235,0,3.0,8823.529411764706
Maruti Swift Dzire VDI,2006.0,85000.0,60000.0,Petrol,Individual,Manual,Second Owner,Maruti,Swift Dzire VDI,0,19.0,1,3157.8947368421054,0,1.4166666666666667,4473.684210526316
Maruti Alto 800 LXI,2015.0,280000.0,15000.0,Petrol,Individual,Manual,Second Owner,Maruti,Alto 800 LXI,0,10.0,0,1500.0,0,18.666666666666668,28000.0
Mahindra Xylo H4 ABS,2016.0,850000.0,40000.0,Diesel,Individual,Manual,First Owner,Mahindra,Xylo H4 ABS,0,9.0,0,4444.444444444444,0,21.25,94444.44444444444
Datsun GO Plus T Option BSIV,2017.0,375000.0,20000.0,Petrol,Individual,Manual,First Owner,Datsun,GO Plus T Option BSIV,0,8.0,0,2500.0,0,18.75,46875.0
Hyundai Elantra CRDi (Leather Option),2006.0,125000.0,120000.0,Diesel,Individual,Manual,Third Owner,Hyundai,Elantra CRDi (Leather Option),0,19.0,1,6315.789473684211,1,1.0416666666666667,6578.9473684210525
Hyundai i20 1.4 CRDi Era,2011.0,220000.0,70000.0,Diesel,Individual,Manual,First Owner,Hyundai,i20 1.4 CRDi Era,0,14.0,1,5000.0,1,3.142857142857143,15714.285714285714
Tata Indica Vista Aqua 1.3 Quadrajet,2010.0,110000.0,110000.0,Diesel,Individual,Manual,Second Owner,Tata,Indica Vista Aqua 1.3 Quadrajet,0,15.0,1,7333.333333333333,1,1.0,7333.333333333333
Hyundai Verna XXi (Petrol),2007.0,150000.0,84000.0,Petrol,Individual,Manual,Second Owner,Hyundai,Verna XXi (Petrol),0,18.0,1,4666.666666666667,1,1.7857142857142858,8333.333333333334
Nissan Sunny Diesel XV,2012.0,300000.0,170000.0,Diesel,Individual,Manual,First Owner,Nissan,Sunny Diesel XV,0,13.0,1,13076.923076923076,1,1.7647058823529411,23076.923076923078
Maruti Swift Dzire VDI,2017.0,220000.0,40000.0,Petrol,Individual,Manual,First Owner,Maruti,Swift Dzire VDI,0,8.0,0,5000.0,0,5.5,27500.0
Maruti Wagon R LX,2006.0,75000.0,96000.0,Petrol,Individual,Manual,Second Owner,Maruti,Wagon R LX,0,19.0,1,5052.631578947368,1,0.78125,3947.3684210526317
Tata Indigo LS,2009.0,100000.0,20000.0,Diesel,Individual,Manual,First Owner,Tata,Indigo LS,0,16.0,1,1250.0,0,5.0,6250.0
Volkswagen Passat 1.8 TSI MT,2010.0,480000.0,80000.0,Petrol,Individual,Manual,Second Owner,Volkswagen,Passat 1.8 TSI MT,0,15.0,1,5333.333333333333,1,6.0,32000.0
Chevrolet Beat Diesel LS,2013.0,190000.0,70000.0,Diesel,Individual,Manual,First Owner,Chevrolet,Beat Diesel LS,0,12.0,1,5833.333333333333,1,2.7142857142857144,15833.333333333334
Ford Figo Diesel LXI,2012.0,190000.0,60000.0,Diesel,Individual,Manual,Second Owner,Ford,Figo Diesel LXI,0,13.0,1,4615.384615384615,0,3.1666666666666665,14615.384615384615
Ford EcoSport 1.5 Ti VCT MT Trend BSIV,2017.0,650000.0,19014.0,Petrol,Dealer,Manual,First Owner,Ford,EcoSport 1.5 Ti VCT MT Trend BSIV,0,8.0,0,2376.75,0,34.18533712001683,81250.0
Toyota Corolla Executive (HE),2009.0,300000.0,23262.0,Petrol,Dealer,Manual,First Owner,Toyota,Corolla Executive (HE),0,16.0,1,1453.875,0,12.896569512509672,18750.0
Ford Freestyle Titanium Diesel BSIV,2016.0,700000.0,29600.0,Diesel,Dealer,Manual,First Owner,Ford,Freestyle Titanium Diesel BSIV,0,9.0,0,3288.8888888888887,0,23.64864864864865,77777.77777777778
Hyundai i10 Sportz 1.1L,2015.0,310000.0,35925.0,Petrol,Dealer,Manual,First Owner,Hyundai,i10 Sportz 1.1L,0,10.0,0,3592.5,0,8.629088378566458,31000.0
Maruti Ignis 1.2 Zeta BSIV,2018.0,500000.0,60000.0,Petrol,Individual,Manual,First Owner,Maruti,Ignis 1.2 Zeta BSIV,0,7.0,0,8571.42857142857,0,8.333333333333334,71428.57142857143
Toyota Etios V,2013.0,415000.0,40771.0,Petrol,Individual,Manual,First Owner,Toyota,Etios V,0,12.0,1,3397.5833333333335,0,10.178803561354885,34583.333333333336
Maruti Swift Dzire VDI,2015.0,395000.0,60000.0,Petrol,Dealer,Automatic,Second Owner,Maruti,Swift Dzire VDI,0,10.0,0,6000.0,0,6.583333333333333,39500.0
Toyota Etios Liva 1.2 G,2014.0,430000.0,42000.0,Petrol,Dealer,Manual,Second Owner,Toyota,Etios Liva 1.2 G,0,11.0,1,3818.181818181818,0,10.238095238095237,39090.90909090909
Toyota Corolla H6,2007.0,215000.0,55800.0,Petrol,Dealer,Manual,Second Owner,Toyota,Corolla H6,0,18.0,1,3100.0,0,3.8530465949820787,11944.444444444445
Renault Duster RXL AWD,2014.0,550000.0,66569.0,Diesel,Dealer,Manual,First Owner,Renault,Duster RXL AWD,0,11.0,1,6051.727272727273,1,8.26210398233412,50000.0
Volkswagen Polo 1.5 TDI Trendline,2014.0,415000.0,60000.0,Diesel,Dealer,Manual,First Owner,Volkswagen,Polo 1.5 TDI Trendline,0,11.0,1,5454.545454545455,0,6.916666666666667,37727.27272727273
Volkswagen Polo 1.5 TDI Comfortline,2015.0,450000.0,82695.0,Diesel,Dealer,Manual,First Owner,Volkswagen,Polo 1.5 TDI Comfortline,0,10.0,0,8269.5,1,5.441683294032288,45000.0
Ford Figo Diesel EXI,2014.0,285000.0,68293.0,Diesel,Dealer,Manual,Second Owner,Ford,Figo Diesel EXI,0,11.0,1,6208.454545454545,1,4.1731949101664885,25909.090909090908
Honda Jazz VX CVT,2016.0,580000.0,32000.0,Petrol,Dealer,Automatic,First Owner,Honda,Jazz VX CVT,0,9.0,0,3555.5555555555557,0,18.125,64444.444444444445
Maruti Swift Dzire Tour LDI,2014.0,300000.0,190621.0,Diesel,Dealer,Manual,First Owner,Maruti,Swift Dzire Tour LDI,0,11.0,1,17329.18181818182,1,1.5738035158770545,27272.727272727272
Hyundai Verna CRDi 1.6 SX Option,2018.0,1200000.0,60000.0,Diesel,Individual,Manual,First Owner,Hyundai,Verna CRDi 1.6 SX Option,0,7.0,0,8571.42857142857,0,20.0,171428.57142857142
Maruti Swift Dzire VDI,2006.0,78000.0,64700.0,Petrol,Individual,Manual,First Owner,Maruti,Swift Dzire VDI,0,19.0,1,3405.2631578947367,1,1.205564142194745,4105.263157894737
Tata Zest Quadrajet 1.3 75PS XE,2016.0,400000.0,88470.0,Diesel,Individual,Manual,First Owner,Tata,Zest Quadrajet 1.3 75PS XE,0,9.0,0,9830.0,1,4.521306657624053,44444.444444444445
Hyundai Verna 1.6 CRDI SX Option,2016.0,850000.0,75000.0,Diesel,Individual,Manual,First Owner,Hyundai,Verna 1.6 CRDI SX Option,0,9.0,0,8333.333333333334,1,11.333333333333334,94444.44444444444
Volkswagen Vento Diesel Highline,2013.0,450000.0,120000.0,Diesel,Individual,Manual,Second Owner,Volkswagen,Vento Diesel Highline,0,12.0,1,10000.0,1,3.75,37500.0
Maruti Swift Dzire VDI,2012.0,2500000.0,35000.0,Diesel,Individual,Automatic,First Owner,Maruti,Swift Dzire VDI,0,13.0,1,2692.3076923076924,0,71.42857142857143,192307.6923076923
Toyota Etios 1.4 VXD,2017.0,780000.0,70000.0,Diesel,Individual,Manual,First Owner,Toyota,Etios 1.4 VXD,0,8.0,0,8750.0,1,11.142857142857142,97500.0
Maruti Alto 800 VXI,2020.0,350000.0,1000.0,Petrol,Individual,Manual,First Owner,Maruti,Alto 800 VXI,0,5.0,0,200.0,0,350.0,70000.0
Mahindra Quanto C6,2013.0,285000.0,120000.0,Diesel,Individual,Manual,Second Owner,Mahindra,Quanto C6,0,12.0,1,10000.0,1,2.375,23750.0
Maruti Ciaz ZDi,2014.0,550000.0,90000.0,Diesel,Dealer,Manual,Second Owner,Maruti,Ciaz ZDi,0,11.0,1,8181.818181818182,1,6.111111111111111,50000.0
